Date	DoW M=1	Debit	Credit
42755	5	-8.46	
42755	5	-12	
42755	5	-6.06	
42755	5	0	8.71
42755	5	0	1890.29
42754	4	-25	
42754	4	-170	
42754	4	-23.26	
42754	4	-21.37	
42753	3	-8.46	
42753	3	-9.8	
42753	3	0	150
42753	3	-406.38	406.38
42752	2	0	140
42752	2	-4.54	
42752	2	-151.48	151.48
42752	2	-6.48	
42752	2	-47	
42752	2	-96.28	96.28
42752	2	-189	189
42751	1	-25.14	
42751	1	-12.75	
42751	1	-20.35	
42751	1	-11.45	
42751	1	-8.62	
42751	1	-3	
42751	1	-2.85	
42751	1	-4.99	
42751	1	-20.06	
42751	1	-26.23	
42750	7	-21.16	
42750	7	-45.73	
42750	7	-52.46	
42750	7	-122.65	122.65
42749	6	-6.04	
42749	6	-4.49	
42748	5	-5	
42748	5	-7.49	
42748	5	-189	
42747	4	-17.88	
42747	4	-41	
42747	4	-6.9	
42747	4	-13.53	
42747	4	-6.08	
42747	4	-22.42	
42746	3	-96.28	
42746	3	-6.08	
42746	3	-62	
42745	2	-2115.49	2115.49
42745	2	-6.08	
42744	1	0	140
42744	1	-136.81	
42744	1	-8.78	
42743	7	-100	
42743	7	0	
42742	6	-20	
42742	6	-29.82	
42742	6	-6.6	
42742	6	-10.51	
42742	6	0	137.09
42741	5	-20	
42741	5	-47.66	
42741	5	-46.64	
42741	5	-26.58	
42741	5	-25.95	
42741	5	-9.41	
42741	5	-13.56	
42741	5	-6.08	
42741	5	0	1928.71
42740	4	-15.46	
42740	4	-25.89	
42740	4	-500	500
42740	4	-24.79	
42740	4	-20	
42740	4	-15.74	
42740	4	-22	
42740	4	-12.99	12.99
42740	4	-43.49	
42740	4	-6.08	
42740	4	-12.99	
42740	4	-19	
42739	3	-70	
42739	3	-36.69	
42739	3	-12.59	
42739	3	-3.81	
42739	3	-14.63	
42739	3	-7	
42739	3	-8.46	
42739	3	-17	
42738	2	-35	
42738	2	-4.36	
42738	2	-85	
42738	2	-50	
42738	2	-32.6	
42738	2	0	5.6
42738	2	0	5.6
42738	2	-283.2	
42738	2	-283.2	
42738	2	-5.49	
42737	1	-17	
42737	1	-120	
42737	1	-9.35	
42737	1	0	7
42737	1	-5.55	
42737	1	-2	
42737	1	-50.4	
42737	1	-34	
42737	1	-10	
42736	7	-45	
42736	7	-10	
42736	7	-2.99	
42735	6	-29.84	
42735	6	-13.4	
42735	6	-34.67	
42735	6	-25	
42735	6	-31.89	
42735	6	-12.99	12.99
42735	6	-36	
42735	6	-12.99	
42735	6	-56.2	
42734	5	-37.94	
42734	5	-24	
42734	5	-8	
42734	5	-3	
42734	5	-7.43	
42734	5	0	300
42733	4	-6.79	
42733	4	-8.79	
42733	4	-22.04	
42733	4	-9.81	
42733	4	-85.94	
42733	4	-45	
42733	4	-10.54	
42732	3	-20.68	
42732	3	-14	
42732	3	-4.83	
42732	3	-13.45	
42731	2	0	52
42731	2	-115.94	
42730	1	-6	
42730	1	-15.81	
42729	7	0	
42728	6	0	
42727	5	-7.33	
42727	5	-32.11	
42727	5	-57.59	
42727	5	-9.48	
42727	5	0	20
42727	5	-4.7	
42727	5	-2.94	
42727	5	-37.48	
42727	5	0	5
42726	4	-20.54	
42726	4	-12	
42726	4	-17	
42726	4	-7.77	
42726	4	-17.84	
42726	4	-3.68	
42726	4	-19.02	
42726	4	-16.88	
42726	4	-8.08	
42726	4	-36	
42726	4	-169.25	
42725	3	-127	
42725	3	-189	189
42725	3	-199	
42725	3	0	1932.38
42725	3	-3.95	
42724	2	-90	
42724	2	-15.72	
42724	2	0	60
42724	2	0	100
42724	2	-9.2	
42724	2	-22.04	
42724	2	0	5.97
42723	1	-177.1	
42723	1	-7.52	
42723	1	-189	189
42722	7	0	
42721	6	-127.25	
42721	6	-36.85	
42721	6	-22.24	
42720	5	0	
42719	4	-4.93	
42719	4	-13	
42719	4	-122.65	122.65
42719	4	-3.35	
42719	4	-2	
42718	3	-27	
42718	3	-60	
42718	3	-11.11	
42718	3	-3.95	
42718	3	-6.44	
42718	3	0	143
42718	3	-395.63	
42717	2	-14.76	
42717	2	-25	
42717	2	-96.36	96.36
42717	2	-189	
42717	2	0	177.2
42716	1	-10	
42716	1	-64.09	
42716	1	0	
42716	1	-18.03	18.03
42715	7	-5.98	
42715	7	-83.26	
42715	7	0	
42715	7	-96.36	
42714	6	-28	
42714	6	-13.96	
42714	6	-7.57	
42714	6	-11.31	
42714	6	-27.47	
42713	5	-6.97	
42713	5	-18.03	
42712	4	-14.58	
42712	4	-16.95	
42712	4	0	100
42712	4	-1231.78	1231.78
42711	3	0	
42711	3	-5000	5000
42711	3	0	1991.83
42710	2	-27.61	
42710	2	-17.32	
42710	2	-12.99	12.99
42710	2	-8.38	
42710	2	-12.99	
42710	2	-3.2	
42709	1	-43	
42709	1	-13.83	
42709	1	-138.09	
42709	1	-55	
42709	1	-6	
42708	7	-33	
42708	7	-36.5	
42708	7	-25.36	
42708	7	-53	
42708	7	-3.95	
42708	7	-20	20
42707	6	-61.74	
42707	6	-5.28	
42707	6	-17.45	
42707	6	-75.96	
42707	6	-31	
42706	5	-120	
42706	5	-30	
42705	4	-23.91	
42705	4	-2.99	
42705	4	0	65.18
42705	4	-10	
42704	3	-24.72	
42704	3	-1675.38	1675.38
42704	3	-12.99	12.99
42704	3	-12.99	
42704	3	-54.82	
42704	3	-5.49	
42704	3	0	300
42703	2	-77.55	
42703	2	-63.25	
42703	2	-37.98	
42703	2	-19.99	
42703	2	-18.36	
42703	2	-34.58	
42703	2	-34.58	
42703	2	0	582.8
42702	1	-3.95	
42702	1	-6.63	
42702	1	-6	
42702	1	-9.75	
42702	1	-4.15	
42702	1	-7.95	
42702	1	-76.45	
42701	7	-53.75	
42701	7	-50.5	
42701	7	-77.54	
42701	7	-31	
42700	6	-52.24	
42700	6	-40	
42700	6	0	20
42700	6	-17.77	
42700	6	-17.55	
42700	6	-15.81	
42699	5	-142.43	
42699	5	-27.27	
42699	5	-25.64	
42699	5	-1	
42699	5	-70.69	
42699	5	-57.91	
42698	4	0	
42697	3	-9	
42697	3	-30	
42696	2	-3.95	
42696	2	-34	
42696	2	-39	
42696	2	-28.35	
42696	2	-15	
42696	2	-15	
42696	2	-40	40
42696	2	-14.59	
42696	2	0	1991.82
42695	1	-101.14	
42695	1	-5.67	
42695	1	-11.25	
42695	1	-21.37	
42695	1	-28.17	
42695	1	0	4.48
42694	7	-66.86	
42694	7	-1	
42693	6	-68.56	
42693	6	-7.84	
42693	6	-10	
42693	6	-2.56	
42693	6	-53.25	
42693	6	-92.26	
42693	6	-10.6	
42692	5	-98	
42692	5	-1.73	
42692	5	-25.2	
42692	5	-31	
42692	5	-1001.35	1001.35
42691	4	-20.95	
42691	4	-36.11	
42691	4	-10.6	
42691	4	-38.72	
42690	3	-30.94	
42690	3	-5.69	
42690	3	-122.04	
42689	2	0	
42689	2	-96.36	96.36
42689	2	-96.36	
42689	2	-157	
42689	2	-378	378
42689	2	0	183.51
42689	2	0	567.04
42689	2	-122.65	122.65
42688	1	-8	
42688	1	-50	
42688	1	-24.14	24.14
42688	1	-99.82	
42687	7	-157	
42687	7	-40	
42687	7	-12.4	
42687	7	-64.62	
42687	7	-22.73	
42687	7	-189	
42687	7	-189	
42686	6	-20.19	
42686	6	0	42
42686	6	-82	
42685	5	0	60
42685	5	-120.4	
42685	5	-27.59	
42685	5	-5.4	
42685	5	-25	
42685	5	-9.37	
42685	5	-6	
42685	5	-15	
42685	5	-9.16	
42685	5	-836.48	836.48
42684	4	-21.45	
42684	4	-5	
42684	4	-6.95	
42683	3	-13.23	
42683	3	-868	868
42683	3	-12.59	
42683	3	-8	
42682	2	-8.06	
42682	2	-78.72	
42682	2	-22.05	
42682	2	-4	
42682	2	-5.72	
42682	2	-36.26	
42682	2	-21.94	
42682	2	-30.31	
42682	2	-9.99	
42682	2	-868	
42681	1	-6.64	
42681	1	-2.75	
42681	1	-7	
42681	1	0	1991.83
42680	7	-48	
42680	7	-45.18	
42680	7	-27.11	
42680	7	-15.3	
42680	7	-25	
42680	7	-10	
42679	6	-11	
42679	6	-24.75	
42679	6	-55	
42679	6	-20	
42679	6	-40	
42679	6	-9	
42678	5	-5.85	
42678	5	-15.53	
42678	5	-16	
42678	5	-43.41	
42678	5	-39.35	
42678	5	-50.38	
42678	5	-12.99	12.99
42678	5	-10.6	
42678	5	-12.99	
42677	4	-13.81	
42677	4	-37.89	
42677	4	-8	
42677	4	0	43.33
42676	3	-7.02	
42676	3	-10	
42676	3	-35	
42676	3	-20	
42676	3	-8.43	
42676	3	-42.98	
42676	3	-3.75	
42676	3	-21.72	
42676	3	-44.03	
42675	2	-17.95	
42675	2	-4	
42675	2	0	150
42675	2	-361.85	361.85
42675	2	-2.99	
42675	2	-10	
42675	2	0	44.29
42674	1	-7.75	
42674	1	-123	
42674	1	-13.18	
42674	1	-17	
42674	1	-12.99	12.99
42674	1	-1759.21	1759.21
42674	1	-5.49	
42673	7	-9.75	
42673	7	-15.5	
42673	7	-50.44	
42673	7	-14.89	
42673	7	-20	20
42673	7	-3.2	
42673	7	-16.47	
42673	7	0	4
42673	7	-30	
42673	7	-10.59	
42672	6	-3	
42672	6	-15.22	
42672	6	0	300
42671	5	-6	
42671	5	-4	
42671	5	-152.04	
42670	4	-15.81	
42670	4	-3.95	
42670	4	-14.61	
42670	4	-4	
42669	3	-139.04	
42669	3	-27.86	
42669	3	-2.35	
42669	3	-30	
42669	3	-12.99	
42668	2	-24.73	
42667	1	-20	
42667	1	-41.48	
42667	1	-19.02	
42667	1	-10	
42666	7	-13.94	
42666	7	-41.09	
42666	7	-65	
42666	7	-3	
42666	7	-10.31	
42665	6	-9	
42665	6	-26.65	
42664	5	-3.95	
42664	5	-50.29	
42664	5	-16.96	
42664	5	-183.51	
42664	5	-55	
42664	5	-72	
42664	5	0	1991.81
42663	4	-20	
42663	4	0	4.33
42662	3	-32.65	
42662	3	-188.73	
42662	3	-16.83	
42662	3	0	185.64
42661	2	-7.41	
42661	2	-378	378
42661	2	0	125.1
42660	1	-8.49	
42660	1	-4	
42660	1	-20	20
42659	7	-27.42	
42659	7	-70.6	
42659	7	-42.65	
42658	6	-8.75	
42658	6	-8.4	
42658	6	-50	
42658	6	0	28.73
42658	6	-122.65	122.65
42657	5	-106.24	
42657	5	-35	
42656	4	-80	
42656	4	-14.45	
42656	4	-80	80
42656	4	-18.41	
42656	4	-6.4	
42656	4	-4	
42656	4	-5	
42656	4	-20	
42656	4	-189	
42656	4	-189	
42655	3	-4	
42655	3	-22.19	
42655	3	-9.97	
42654	2	-3.32	
42654	2	-4	
42654	2	-138.76	
42654	2	-3500	3500
42654	2	-100.13	100.13
42654	2	-100.13	
42654	2	-4.08	
42654	2	-18.65	
42654	2	-9.99	
42653	1	-0.75	
42653	1	-8	
42652	7	-3	
42652	7	-33.67	
42652	7	-86.58	
42652	7	-9.68	
42652	7	-61.42	
42652	7	-17	
42652	7	-20	
42651	6	-9	
42651	6	-8	
42651	6	-30.52	
42651	6	-13.09	
42651	6	-8.75	
42651	6	-20.46	
42651	6	-72.36	
42651	6	-33.88	
42651	6	-2170	
42650	5	-60	
42650	5	-0.75	
42650	5	-30	
42650	5	-60	
42650	5	-17	
42650	5	-3	
42650	5	-9.75	
42650	5	0	1113
42650	5	0	2058.27
42650	5	0	176
42650	5	-75	
42649	4	-12.99	12.99
42649	4	-12.99	
42648	3	-190	
42648	3	-61	
42648	3	-8	
42648	3	-20	
42647	2	-11.03	
42647	2	-30.94	
42647	2	-23	
42646	1	-4.89	
42646	1	-151.43	
42646	1	-4	
42646	1	-34	
42646	1	-80	
42645	7	-3.6	
42645	7	-40	40
42645	7	-24.51	
42645	7	-71.38	
42645	7	-15.5	
42645	7	-6.31	
42644	6	-13.12	
42644	6	-8.01	
42644	6	-7.09	
42644	6	-10	
42644	6	-1250	
42643	5	-22.5	
42643	5	-26	
42643	5	-5.62	
42643	5	-17.83	
42643	5	-13.09	
42643	5	-12.3	
42643	5	-7.63	
42643	5	-12.99	12.99
42643	5	-524.88	524.88
42643	5	-12.99	
42643	5	-20	20
42643	5	-5.49	
42643	5	0	300
42642	4	-9	
42642	4	-10	
42641	3	-8.41	
42641	3	-20	
42641	3	-8.18	
42640	2	-15	
42640	2	-5.79	
42640	2	-390.15	
42640	2	-6.34	
42640	2	-439.55	439.55
42639	1	-15.81	
42639	1	-40	
42639	1	-6	
42639	1	0	225
42639	1	-7177.2	7177.2
42638	7	-398.5	
42638	7	-70	
42638	7	-27	
42638	7	-57.63	
42638	7	-27.86	
42638	7	-3	
42638	7	-8	
42638	7	-8.66	
42637	6	-9	
42637	6	-4	
42636	5	-3.95	
42636	5	-30	
42636	5	-1	
42636	5	-15.15	
42636	5	-15.22	
42636	5	-15.22	
42636	5	-10.09	
42636	5	-14.88	
42636	5	0	60
42635	4	-11.25	
42635	4	-4	
42635	4	-4	
42635	4	-27	
42635	4	0	133.68
42635	4	-55.99	
42635	4	0	1991.84
42634	3	-2.5	
42634	3	-3.58	
42634	3	-20	
42634	3	-72	
42633	2	-33.71	
42633	2	-7.44	
42633	2	-9.68	
42633	2	-9	
42633	2	0	7.74
42632	1	-45	
42632	1	-503	
42632	1	-116.42	
42631	7	-53.81	
42631	7	-86.55	
42631	7	-3.95	
42631	7	-10.91	
42631	7	-5.29	
42631	7	-22.06	
42630	6	-7.7	
42630	6	-36.3	
42630	6	-5.73	
42630	6	-15.35	
42630	6	-860.28	
42630	6	-63.25	
42630	6	-6.25	
42630	6	-5	
42629	5	-25	
42629	5	-37	
42629	5	-2.59	
42629	5	-26.81	
42629	5	-10	
42628	4	-3.95	
42628	4	-20.52	
42628	4	-6.25	
42628	4	-11.2	11.2
42628	4	-470.62	470.62
42628	4	0	3155
42628	4	-122.65	122.65
42627	3	-37.21	
42627	3	-3	
42627	3	-61.5	
42627	3	-20	
42627	3	-6.75	
42626	2	-5000	5000
42626	2	-51.12	
42626	2	0	30
42626	2	-243.02	
42626	2	-243.02	
42626	2	-22.71	
42626	2	-199.71	
42626	2	-29.12	
42626	2	-1174.32	
42626	2	-759	
42626	2	-1118.29	
42626	2	-8	
42626	2	-8.18	
42626	2	-13.56	
42626	2	-84	
42626	2	-400	
42625	1	-224.98	
42625	1	-5.6	
42625	1	-20	
42625	1	-5.6	
42625	1	-3.58	
42625	1	-13.53	
42625	1	-7.43	
42625	1	-60	
42625	1	-2101.72	2101.72
42625	1	-101.72	
42624	7	-30	
42624	7	-14.4	
42624	7	-72.82	
42624	7	-53.65	
42624	7	-13.37	
42624	7	-38	
42624	7	-3	
42623	6	-3.95	
42623	6	-17.93	
42623	6	-25.94	
42623	6	-6.02	
42622	5	-65	
42622	5	-245.64	
42622	5	-7	
42621	4	-10.14	
42621	4	0	49
42621	4	0	50.26
42621	4	-5.95	
42621	4	-6.09	
42621	4	-3.75	
42621	4	0	42.39
42621	4	-9.99	
42620	3	-33.57	
42620	3	-7	
42620	3	-139.06	
42620	3	-10.34	
42620	3	-12.4	
42620	3	0	1929.54
42619	2	-67.06	
42619	2	-6.84	
42619	2	-6.09	
42619	2	-104.42	
42619	2	-104.42	
42619	2	-2.45	
42619	2	-58	
42619	2	-92.82	92.82
42619	2	-60	
42619	2	-12.99	12.99
42619	2	-12.99	
42618	1	-9.48	
42618	1	-5.67	
42617	7	-42.71	
42617	7	-26.28	
42617	7	-4	
42616	6	-195	
42616	6	-8	
42616	6	-17.14	
42616	6	-13.05	
42616	6	-23	
42615	5	-92.82	
42615	5	-31.61	
42615	5	-10	
42615	5	-4.24	
42615	5	-6.09	
42615	5	-7	
42615	5	-42	
42615	5	-12	
42614	4	-31	
42614	4	-21.4	
42614	4	-23.96	
42614	4	-9	
42614	4	-9.14	
42614	4	-754.1	
42614	4	-10	
42614	4	-1500	
42613	3	-8.99	
42613	3	-15.81	
42613	3	-7.05	
42613	3	-12.99	12.99
42613	3	-1318.32	1318.32
42613	3	-12.99	
42613	3	-43.45	
42613	3	-5.49	
42612	2	-14.91	
42612	2	-50.26	
42612	2	-15.96	
42612	2	-72	
42612	2	-9	
42611	1	-19.5	
42611	1	-7	
42611	1	-3.75	
42611	1	-92.64	92.64
42611	1	-6.09	
42611	1	-2.3	
42611	1	-10	
42611	1	-17	
42610	7	-30.69	
42610	7	-53.95	
42610	7	-38	
42610	7	-24.36	
42610	7	-10	
42610	7	-3.95	
42609	6	-55	
42609	6	-24.3	
42609	6	-10.75	
42609	6	-100.57	
42609	6	-20.08	
42609	6	-17.99	
42608	5	-95	
42607	4	-8.03	
42607	4	0	2238.64
42606	3	-92.64	
42606	3	-102.65	
42605	2	-5.6	5.6
42605	2	-38.13	
42605	2	-72	
42604	1	-36.87	
42604	1	-54.51	
42604	1	-0.25	
42604	1	-7	
42604	1	-40	
42604	1	-8	
42603	7	-18	
42603	7	-6	
42603	7	-1.1	
42603	7	-8	
42602	6	-7	
42602	6	-43	
42602	6	-16.44	
42602	6	-12.79	
42602	6	0	6.92
42602	6	0	1929.55
42602	6	-2	
42601	5	-15.39	
42601	5	-5.6	
42600	4	-3.95	
42600	4	-1	
42600	4	-3.95	
42600	4	-9.14	
42600	4	-19.96	
42600	4	-18.86	
42600	4	-6	
42600	4	-5	
42600	4	0	436.32
42599	3	-29	
42599	3	-123.21	
42599	3	-7.26	
42599	3	-1073.71	1073.71
42599	3	-5	
42599	3	-5	
42598	2	-18.37	
42598	2	-15.81	
42598	2	0	133.68
42597	1	0	100
42597	1	-16.72	
42597	1	-6	
42597	1	-20	
42597	1	-53.1	
42597	1	-122.65	122.65
42596	7	-19	
42596	7	-5	
42596	7	-3.95	
42596	7	-20.48	
42596	7	-17.75	
42596	7	-1	
42596	7	-129.35	
42596	7	-4.53	
42596	7	-0.53	
42596	7	-4.18	
42596	7	-2.75	
42596	7	-31	
42596	7	-111.62	
42595	6	-18.03	
42595	6	-50	
42595	6	-7.75	
42595	6	-10.76	
42595	6	-16.62	
42595	6	-1	
42595	6	-10	
42594	5	-50	
42594	5	-25	
42594	5	-41.73	
42594	5	-1.36	
42594	5	-16.15	
42594	5	-5.98	
42593	4	-40	
42593	4	-7.17	
42593	4	-48.24	
42593	4	-17.7	
42593	4	-17.98	
42593	4	0	2238.64
42592	3	0	20
42592	3	-20	
42592	3	-7.16	
42591	2	-105.5	105.5
42591	2	-105.5	
42591	2	-1	
42591	2	-7.17	
42591	2	-1.5	
42591	2	-1.34	
42590	1	-20	
42590	1	-60	
42590	1	-2.5	
42590	1	-0.99	
42590	1	-20	20
42590	1	-8.5	
42590	1	-50	50
42590	1	-9.99	
42589	7	-7	
42589	7	-11.75	
42589	7	-55	
42589	7	-25.04	
42589	7	-19	
42589	7	-100	100
42588	6	-125	
42588	6	-48	
42588	6	-56	
42588	6	-10	
42588	6	-12.99	12.99
42588	6	-12.99	
42587	5	-3.99	
42587	5	-22.46	
42587	5	-29	
42587	5	0	
42587	5	0	63
42587	5	0	63
42587	5	0	50.4
42587	5	0	1929.54
42586	4	-16.55	
42586	4	-6.72	
42586	4	-10.75	
42586	4	-1606.36	1606.36
42586	4	0	1876.65
42585	3	0	
42585	3	0	236.3
42584	2	0	
42583	1	-6.98	
42583	1	-8.69	
42583	1	-1000	
42583	1	-5000	5000
42583	1	-5.49	
42583	1	-10	
42582	7	-13.81	
42582	7	-14.1	
42582	7	-14.79	
42582	7	-46.22	
42582	7	-2.9	
42582	7	-2.45	
42581	6	-18	
42581	6	-24.02	
42581	6	-16	
42581	6	-18	
42581	6	-6.9	
42581	6	-9.33	
42581	6	-5	
42581	6	-28	
42581	6	-2.55	
42580	5	-6.4	
42580	5	-12.99	12.99
42580	5	-5.75	
42580	5	-43	
42580	5	-10.51	
42580	5	-12.99	
42579	4	-20.46	
42579	4	-79.13	
42579	4	-63	
42579	4	-63	
42579	4	-50.4	
42579	4	-2.5	
42579	4	-1.6	
42579	4	-6.13	
42579	4	-50	
42579	4	-236.3	
42579	4	-5.75	
42579	4	-2.3	
42579	4	0	2238.64
42578	3	-9.99	
42578	3	-6.13	
42578	3	-6.59	
42578	3	0	388.56
42577	2	-7.62	
42577	2	-5.19	
42577	2	-1.65	
42577	2	-2.45	
42576	1	-5.44	
42576	1	-133.68	
42576	1	-7.17	
42576	1	-25	
42575	7	-6.53	
42575	7	-11.76	
42575	7	-14.48	
42575	7	-58.76	
42575	7	-58.87	
42574	6	-7.82	
42574	6	-14.09	
42574	6	-40	
42574	6	-21	
42574	6	-10	
42574	6	-30.3	
42574	6	-15.02	
42574	6	-65	
42574	6	-8	
42574	6	-100	100
42574	6	-56	
42573	5	-6.5	
42573	5	-100	
42573	5	-6.5	
42573	5	0	1929.54
42572	4	-33.67	
42572	4	-7.49	
42572	4	-4.76	
42572	4	-72.02	
42571	3	0	
42571	3	0	4.31
42571	3	0	255
42570	2	-3.86	
42570	2	-1000	1000
42570	2	-2.11	
42569	1	-14.48	
42569	1	-28.42	
42568	7	-3.38	
42568	7	-8.44	
42568	7	-2.35	
42568	7	-1.25	
42568	7	-9.63	
42568	7	-50	
42568	7	-20	
42568	7	-25.93	
42568	7	-253.02	
42567	6	-2.5	
42567	6	-2	
42567	6	-3	
42567	6	-1	
42567	6	-15	
42567	6	-14.78	
42567	6	-25	
42567	6	-26.45	
42567	6	-78	
42567	6	-24.16	
42567	6	-12.6	
42567	6	22.68	
42567	6	-9.98	
42567	6	-75	
42567	6	-50	50
42567	6	-1	
42567	6	-3	
42567	6	-2	
42567	6	-1.1	
42567	6	-17.43	
42567	6	-6.81	
42567	6	-5.5	
42567	6	-10.5	
42567	6	-7.4	
42567	6	-15	
42566	5	0	100
42566	5	-5.34	
42566	5	-122.65	122.65
42565	4	0	5
42565	4	-10.69	
42565	4	-15.59	
42565	4	-255	
42565	4	-3.86	
42565	4	0	585.4
42565	4	0	2238.64
42564	3	0	
42564	3	-3500	3500
42563	2	-15.43	
42563	2	-30	
42562	1	-10	
42562	1	0	20
42562	1	-35	
42562	1	-1.5	
42561	7	-73.49	
42560	6	-80	
42560	6	-7	
42560	6	-54.07	
42559	5	-22.25	
42559	5	-150	
42559	5	-19.56	
42559	5	-2.09	
42559	5	-56	
42559	5	-3.02	
42559	5	-105.5	105.5
42559	5	-105.5	
42559	5	-3.67	
42559	5	-81.3	
42558	4	0	150
42558	4	-22.43	
42558	4	-9.99	
42558	4	0	1929.55
42557	3	-2474	
42557	3	-22.54	
42557	3	-12.99	12.99
42557	3	-250.33	
42557	3	-12.99	
42556	2	-59	
42556	2	-340.47	
42556	2	-1.74	
42556	2	-3.99	
42556	2	-673.07	673.07
42555	1	0	
42555	1	-69	69
42554	7	-7.33	
42554	7	-10.49	
42554	7	-87.03	
42554	7	-64	
42554	7	-54.8	
42553	6	-21.52	
42553	6	-10.04	
42553	6	-20.78	
42553	6	-20	
42553	6	-70	
42553	6	-56	
42552	5	-23.52	
42552	5	-5.11	5.11
42552	5	-69	
42552	5	-10.7	
42552	5	-1000	
42551	4	-9	
42551	4	-10.95	
42551	4	-14	
42551	4	-10.84	
42551	4	-11	
42551	4	-7	
42551	4	-1	
42551	4	-5.49	
42551	4	0	360
42551	4	0	2238.64
42551	4	-4.79	
42550	3	-20	20
42550	3	-13.75	
42550	3	0	20
42550	3	0	-68
42550	3	-5.11	
42550	3	-44.5	44.5
42550	3	-12.99	12.99
42550	3	-12.99	
42550	3	0	6.53
42549	2	-11.76	
42548	1	-44.5	
42548	1	0	47.4
42548	1	-5	
42548	1	-3.3	
42547	7	-22	
42547	7	-17	
42547	7	-47.4	
42546	6	-102.73	
42545	5	-2	
42545	5	-9.2	
42545	5	-24	
42545	5	-52.92	
42545	5	0	2238.64
42545	5	-4.87	
42544	4	-16	
42543	3	0	
42543	3	-920.25	920.25
42543	3	0	1929.54
42542	2	-82.58	
42542	2	-6.44	
42542	2	-354.97	354.97
42542	2	-133.64	
42542	2	-17.27	
42542	2	-72.33	
42541	1	-2.66	
42541	1	-4367	
42541	1	0	8.13
42541	1	-330.72	
42540	7	-77.43	
42540	7	-6.53	
42539	6	-9.57	
42539	6	-1.5	
42539	6	-1.5	
42539	6	-0.5	
42539	6	-43.06	
42539	6	-1.5	
42539	6	-3	
42539	6	-3.6	
42539	6	-12.61	
42539	6	-15.93	
42538	5	-66	
42538	5	-6.52	
42537	4	0	15
42537	4	-30	
42537	4	-5000	5000
42537	4	-3.02	
42536	3	-213	
42536	3	-3.01	
42536	3	-122.65	122.65
42535	2	-41	
42535	2	-6.13	
42535	2	-3.02	
42534	1	-5	
42533	7	-21.2	
42533	7	-60.62	
42533	7	-27.8	
42533	7	-10.88	
42533	7	-12.67	
42532	6	-105	
42532	6	-3.5	
42532	6	-22.81	
42532	6	-5	
42532	6	-20	
42532	6	-75	
42532	6	-20	
42532	6	-2.25	
42532	6	-11	
42532	6	-25	
42532	6	-40	
42532	6	-60	60
42532	6	-5	
42532	6	-3.6	
42531	5	-2000	2000
42531	5	0	
42530	4	-18	
42530	4	-1.34	
42529	3	-7.35	
42529	3	-105.42	105.42
42529	3	-105.42	
42529	3	-5.05	
42528	2	-142	
42528	2	-354.97	
42528	2	-3.69	
42528	2	-12.99	12.99
42528	2	-2.34	
42528	2	-15.45	
42528	2	-12.99	
42528	2	-9.99	
42528	2	0	1929.55
42527	1	-12.08	
42527	1	-39.94	
42527	1	-341.2	
42527	1	-6.69	
42527	1	-13.9	
42527	1	-42.67	
42526	7	-15.78	
42526	7	-4	
42526	7	-4.25	
42526	7	-17	
42526	7	-8.25	
42525	6	-36	
42525	6	-2.45	
42525	6	-2.45	
42525	6	-9.23	
42524	5	-41	
42524	5	-59.9	
42524	5	-3.27	
42524	5	-8.48	
42524	5	-3.02	
42523	4	-53.94	
42523	4	-7.06	
42523	4	-5.22	
42523	4	-12.5	
42522	3	-9.04	
42522	3	-16.07	
42522	3	-6.17	
42522	3	-11.5	
42522	3	-10.7	
42522	3	-1000	
42521	2	-12.19	
42521	2	-40.49	
42521	2	-3.61	
42521	2	-500	500
42521	2	-13	
42521	2	-13.16	
42521	2	-89	
42521	2	-5.49	
42520	1	-22.33	
42520	1	-13.99	13.99
42520	1	-6.5	
42520	1	-4	
42520	1	-8	
42520	1	-1.19	
42520	1	-4	
42520	1	-3.75	
42520	1	-20	
42520	1	-17.75	
42519	7	-110	
42519	7	-10	
42519	7	-20	
42519	7	-11	
42518	6	-50.63	
42518	6	-58.86	
42518	6	-135	
42518	6	-6.98	
42518	6	-5.25	
42518	6	-4	
42518	6	-4	
42518	6	-4	
42518	6	-6.65	
42518	6	-12.99	
42518	6	-0.9	
42518	6	0	360
42517	5	-15.93	
42517	5	-25.5	
42517	5	-1.45	
42517	5	-8.89	
42516	4	-8	
42515	3	-137.09	
42514	2	0	
42513	1	0	100
42513	1	-9	
42512	7	-101.16	
42512	7	-48.12	
42512	7	-9.49	
42512	7	-6.18	
42512	7	-85.7	
42512	7	-9.29	
42512	7	-40	
42512	7	-94.8	
42512	7	-150.98	
42512	7	-15.93	
42512	7	-91.55	
42512	7	-2.19	
42512	7	-10	
42512	7	-10	
42511	6	-49	
42511	6	-3.68	
42511	6	-22.75	
42511	6	-8	
42511	6	-72.33	
42511	6	-13.54	
42510	5	-16.61	
42510	5	-70	
42510	5	-3.25	
42510	5	-2.03	
42510	5	-2.23	
42510	5	-0.53	
42510	5	-4.53	
42510	5	-13.68	
42510	5	-3.97	
42510	5	-35	
42510	5	-1000	1000
42510	5	-1	
42510	5	0	8.39
42510	5	0	13.13
42510	5	0	1929.53
42509	4	-7.79	
42509	4	-7.15	
42509	4	-24.95	
42509	4	-26.37	
42509	4	-28.1	
42509	4	-15.93	
42508	3	-6.35	
42508	3	-2.71	
42508	3	-58.21	
42508	3	-6.58	
42507	2	-18	
