Date	DoW M=1	Debit	Credit
42993	5	-226.74	
42993	5	0	
42993	5	-22.41	
42992	4	-581.29	581.29
42992	4	-3.2	
42992	4	-3.76	
42992	4	-5	
42992	4	-125.24	120
42992	4	-5.35	
42992	4	0	397.45
42992	4	-15.25	
42991	3	-15.98	
42991	3	-22.99	
42991	3	-8.54	
42991	3	-60.9	
42991	3	-67.84	
42991	3	-5.35	
42991	3	-4.22	
42991	3	-84.75	
42990	2	-20	20
42990	2	-2.9	
42990	2	-2.9	
42990	2	-24.42	
42990	2	-44.99	
42989	1	-4.11	
42989	1	-1.39	
42989	1	-189	
42989	1	-189	
42988	7	-158.3	
42988	7	-29.4	
42988	7	-24.96	
42987	6	-44.42	
42987	6	-51.28	
42987	6	-64	
42987	6	-1	
42986	5	-90	
42986	5	-6.41	
42986	5	-875.85	875.85
42986	5	0	159.71
42986	5	0	1863.49
42985	4	-5.66	
42985	4	-12.99	12.99
42985	4	-12.99	
42985	4	0	1210.21
42985	4	0	1968.43
42984	3	-15.97	
42984	3	-6.31	
42984	3	-46.03	
42983	2	-5.14	
42983	2	-6.99	
42983	2	-8.3	
42983	2	-165	165
42983	2	-165	
42983	2	-16.02	
42982	1	-11.96	
42982	1	-124.69	
42982	1	-13.86	
42982	1	-52.34	
42981	7	-30.05	
42981	7	-35	
42981	7	-120	
42981	7	-56	
42980	6	-10.98	
42980	6	-33.71	
42980	6	-80.66	
42980	6	-1.25	
42980	6	-36	
42980	6	-31.89	
42980	6	-1.5	
42980	6	-26	
42980	6	-7	
42980	6	-6.5	
42980	6	-45.14	
42980	6	-25.05	
42979	5	-65	
42979	5	-19.98	
42979	5	-1950	
42979	5	-1114	
42979	5	-2.99	
42978	4	-24.63	
42978	4	-49.23	
42978	4	-7.37	
42978	4	0	100
42978	4	-871.78	871.78
42978	4	-5.49	
42977	3	-11.01	
42977	3	-12.99	12.99
42977	3	-12.99	
42976	2	-28.22	
42976	2	-3.58	
42975	1	-13.36	
42974	7	-32.46	
42973	6	-6.4	
42973	6	-7.43	
42973	6	-46.87	
42973	6	-16	
42973	6	-21.61	
42973	6	-39	
42973	6	-144.44	
42972	5	-79.06	
42972	5	-109.34	
42972	5	0	200
42972	5	-2.9	
42972	5	-20	20
42972	5	-2.9	
42972	5	-24.21	
42972	5	-10.36	
42972	5	-250	
42971	4	-66.11	
42971	4	-17	
42971	4	-5	
42971	4	-55	
42971	4	-64.53	
42971	4	-5	
42971	4	-798.55	798.55
42971	4	0	3629.72
42970	3	-20	20
42970	3	0	
42969	2	-24.45	
42969	2	-18	
42969	2	0	1968.42
42968	1	-31.24	
42968	1	-39.99	
42968	1	-29.06	
42968	1	-7.48	
42967	7	-3.13	
42967	7	-5	
42967	7	-104.33	100
42967	7	-16.42	
42967	7	0	5.2
42966	6	-10.65	
42966	6	-2.9	
42966	6	-2.9	
42966	6	-22	
42966	6	-24.63	
42966	6	-23.05	
42966	6	-14.36	
42965	5	-42	
42965	5	-4.81	
42965	5	-16.02	
42964	4	-9.01	
42964	4	-14.33	
42964	4	-5.45	
42964	4	-56	
42964	4	0	171.86
42963	3	-263.2	
42963	3	-8.34	
42962	2	-6.24	
42962	2	-53	
42962	2	-0.9	
42962	2	-4	
42962	2	-11.76	
42962	2	-2093.82	2093.82
42962	2	-7.32	
42962	2	-22.41	
42961	1	-6.25	
42961	1	-44.99	44.99
42961	1	-4.76	
42960	7	-20	20
42960	7	-61.45	
42960	7	-2.45	
42960	7	-4.76	
42960	7	-19.97	
42960	7	-8	
42960	7	-1.54	
42960	7	-4	
42960	7	-50	
42960	7	-84.74	
42959	6	-20	20
42959	6	-34.85	
42959	6	-96.98	
42959	6	-4	
42959	6	-4	
42959	6	-6.5	
42959	6	-4	
42959	6	-44.99	
42958	5	-12.35	
42958	5	-15.96	
42958	5	-378	378
42958	5	-189	
42958	5	-189	
42957	4	-20	
42957	4	-9.35	
42957	4	-34.57	
42957	4	-233.42	233.42
42957	4	-5.66	
42957	4	-233.42	
42956	3	-22.12	
42956	3	-9.01	
42956	3	-2	
42956	3	-6.25	
42956	3	-6.75	
42956	3	0	1863.51
42955	2	-5.66	
42954	1	-5.73	
42954	1	-44.1	
42954	1	-7.7	
42954	1	-25.73	
42953	7	-55	
42953	7	-19.47	
42953	7	-11	
42953	7	-7.69	
42953	7	-165	165
42952	6	-8	
42952	6	-200	
42952	6	-106.9	
42952	6	-150	
42952	6	-34.2	
42952	6	-41	
42952	6	-22.39	
42952	6	-165	
42952	6	-44.99	
42952	6	-16.02	
42952	6	0	1968.44
42951	5	0	6
42951	5	-17.15	
42951	5	-12.99	12.99
42951	5	-200	
42951	5	-12.99	
42950	4	-39	
42950	4	-0.9	
42950	4	-21.35	
42950	4	-31.4	
42950	4	-135.64	
42950	4	-0.9	
42950	4	-32.06	
42950	4	-9.62	
42950	4	-12.81	
42949	3	-23.26	
42949	3	-10.69	
42948	2	-7.21	
42948	2	-1950	
42948	2	-1114	
42948	2	-2.99	
42947	1	-8.55	
42947	1	-14.95	
42947	1	-18.85	
42947	1	-5.49	
42946	7	-6.65	
42946	7	-12.83	
42946	7	-25	
42946	7	-77	
42946	7	-6.65	
42946	7	-9.01	
42945	6	-0.9	
42945	6	-134.04	
42945	6	-70	
42945	6	-0.9	
42945	6	-74.05	74.05
42945	6	0	666.85
42944	5	-24.63	
42944	5	-20	20
42944	5	-2.9	
42944	5	-2.9	
42944	5	-12.99	12.99
42944	5	-12.99	
42944	5	-19.95	
42944	5	0	415.25
42943	4	-21.96	
42943	4	-74.05	
42943	4	-40.42	
42943	4	-42.13	
42943	4	0	200
42943	4	-505.24	505.24
42943	4	-29.06	
42943	4	-11.53	
42943	4	-15.25	
42943	4	0	139.58
42943	4	0	1863.49
42942	3	0	
42942	3	-164.38	164.38
42941	2	-29	
42940	1	-62	
42940	1	-63	
42940	1	0	2.35
42939	7	-22.56	
42939	7	-2.6	
42939	7	-29.23	
42939	7	-13	
42939	7	-20	
42939	7	-12.57	
42939	7	-7.29	
42939	7	-74.52	
42939	7	-26.4	
42938	6	-20.59	
42938	6	-89.86	
42938	6	-5	
42938	6	-3.18	
42938	6	-105.97	100
42937	5	-1.76	
42937	5	-106.18	
42937	5	-61.05	
42937	5	-21.44	
42937	5	-39.57	
42937	5	0	4.9
42937	5	0	1968.43
42936	4	0	
42936	4	-4034.42	4034.42
42936	4	0	384
42936	4	0	280.07
42935	3	0	
42934	2	-28	
42934	2	-5.5	
42934	2	-15.25	
42934	2	-16.02	
42933	1	-20	
42933	1	-10.68	
42933	1	-5	
42933	1	-3.12	
42933	1	-103.9	100
42932	7	-0.9	
42932	7	-32.65	
42932	7	-32.54	
42932	7	-12	
42932	7	-4	
42932	7	-74.98	
42932	7	-8	
42932	7	-2.9	
42932	7	-21	
42931	6	-135	
42931	6	-42.45	
42931	6	-65	
42931	6	-2.9	
42931	6	-2.9	
42931	6	-13.46	
42931	6	-22.41	
42930	5	-866.85	
42930	5	-11.51	
42930	5	-1	
42930	5	-2.71	
42930	5	-6.25	
42930	5	-13.95	
42930	5	-1.39	
42929	4	-5	
42929	4	-517.4	
42929	4	-8.55	
42929	4	-15.47	
42929	4	-84.74	
42929	4	0	1863.48
42928	3	-10.97	
42928	3	-1	
42928	3	-69	69
42928	3	-7.01	
42928	3	-28	
42928	3	-44.99	44.99
42928	3	-44.99	
42927	2	-5	
42927	2	-61.83	
42927	2	-10.68	
42927	2	-5.54	
42927	2	-7.48	
42927	2	-378	378
42927	2	-20	20
42927	2	-189	
42927	2	-189	
42926	1	-12.77	
42926	1	-8.55	
42926	1	-67.76	
42926	1	-67	
42926	1	-6.25	
42925	7	-30	
42925	7	-15.46	
42925	7	-4.54	
42925	7	-20	
42924	6	-31.48	
42924	6	-58.58	
42924	6	-62.5	
42924	6	-17.58	
42924	6	-9.5	
42924	6	-8.98	
42923	5	-3	
42923	5	-15	
42923	5	-183.34	183.34
42923	5	-183.34	
42923	5	-6.25	
42923	5	-12.07	
42923	5	0	1968.43
42923	5	-44.88	
42922	4	-33	
42922	4	-66	
42922	4	0	20
42922	4	-59	
42922	4	-60	
42922	4	-265	
42922	4	-7.48	
42922	4	-10.2	
42922	4	-19.1	
42922	4	-12.99	12.99
42922	4	-12.99	
42921	3	-78.71	
42921	3	-6.98	
42921	3	-2	
42921	3	-35.98	
42921	3	-8.9	
42921	3	-165	165
42921	3	-24.55	
42921	3	-165	
42920	2	-15.25	
42920	2	-17.16	
42920	2	-12.72	
42920	2	-35	
42919	1	-21	
42919	1	-12.81	
42918	7	-30	
42918	7	-88.18	
42918	7	-5	
42918	7	-116.77	
42918	7	-40.5	
42917	6	-56	
42917	6	-135	
42917	6	-4.5	
42917	6	-5	
42917	6	-1.12	
42917	6	-11.05	
42917	6	-17	
42917	6	-1950	
42917	6	-1114	
42917	6	-69	
42917	6	-2.99	
42916	5	-15.8	
42916	5	-10	
42916	5	-50	
42916	5	-12.22	
42916	5	-20	
42916	5	-22.82	
42916	5	-1366.73	1366.73
42916	5	-62.99	62.99
42916	5	-12.99	
42916	5	-5.49	
42915	4	-29.72	
42915	4	-27.47	
42915	4	-15.25	
42915	4	-2	
42915	4	-6.81	
42915	4	0	114.52
42915	4	0	1840.44
42915	4	-10	
42914	3	-8.99	
42914	3	-85.61	
42914	3	0	40
42914	3	-204.49	
42913	2	-32.71	
42913	2	-20	
42913	2	-16.02	
42912	1	-15.2	
42912	1	-60	
42912	1	-74.95	
42912	1	-8.47	
42912	1	-21.49	
42911	7	-2.59	
42911	7	-10.9	
42910	6	-2	
42910	6	-50.83	
42910	6	-44.49	
42910	6	-35	
42910	6	-7	
42910	6	-54	
42910	6	-17.74	
42910	6	-25	
42910	6	-20	20
42910	6	-16.99	
42910	6	-2	
42910	6	-16.31	
42909	5	-41	
42909	5	-599.6	
42909	5	-7.7	
42909	5	-15.9	
42909	5	-21.99	
42909	5	-1150.26	1150.26
42908	4	-37.05	
42908	4	-10.94	
42908	4	0	1968.44
42907	3	-10.53	
42907	3	-10.74	
42907	3	-118.68	
42906	2	-17.35	
42906	2	-60.26	
42906	2	-8.83	
42906	2	-12.83	
42906	2	0	4.74
42905	1	-8.5	
42905	1	-8.76	
42905	1	-3.69	3.69
42905	1	-22	
42904	7	-38.18	
42904	7	0	27
42904	7	-48	
42904	7	-20	20
42904	7	-2.9	
42904	7	-23.4	
42904	7	-45.92	
42904	7	-40	
42904	7	-2.9	
42904	7	-16.02	
42903	6	-26.2	
42903	6	-47	
42903	6	-11.16	
42903	6	-381.74	
42903	6	-53.45	
42903	6	-10.84	
42902	5	-2.9	
42902	5	-2.9	
42902	5	-11.44	
42902	5	-17.43	
42902	5	-38.39	
42902	5	-22.61	
42902	5	-30.62	
42901	4	-9.29	
42901	4	0	1884.08
42901	4	-44.99	
42901	4	-22.41	
42900	3	-647.21	647.21
42900	3	-5	
42900	3	-3.11	
42900	3	-103.51	100
42900	3	-95.78	95.78
42900	3	-422.99	422.99
42900	3	-30.51	
42899	2	-45.69	
42899	2	0	
42899	2	-84.74	
42898	1	-27.34	
42898	1	-2.9	
42898	1	-2.9	
42898	1	-20.46	
42898	1	-5.66	
42898	1	-22.18	
42898	1	-5.66	5.66
42898	1	-10	
42898	1	-44.99	
42897	7	-32.49	
42897	7	-181.96	
42897	7	-60	
42897	7	-20	
42897	7	-50	
42897	7	-3.47	
42897	7	-189	
42897	7	-189	
42896	6	-95.78	
42896	6	-10	
42896	6	-22.99	
42896	6	-15.5	
42896	6	-48.25	
42895	5	-42.79	
42895	5	-24.1	
42895	5	-5.35	
42894	4	-58.32	
42894	4	-26.45	
42894	4	-7.05	
42894	4	0	100
42894	4	-1278.95	1278.95
42893	3	-23.09	
42893	3	-33.96	
42893	3	0	1968.42
42892	2	-43.5	
42892	2	-165	165
42891	1	-111.88	
42891	1	-6.25	
42891	1	-12.99	12.99
42891	1	-12.99	
42891	1	-165	
42890	7	-12	
42890	7	-32	
42890	7	-9.62	
42890	7	-24.58	
42890	7	-7.09	
42889	6	-48.1	
42888	5	-276.2	
42888	5	-125	
42888	5	0	5.6
42888	5	-261.2	
42888	5	-125	
42888	5	-94.4	
42887	4	-4.78	
42887	4	-5.66	
42887	4	-1950	
42887	4	-1114	
42887	4	-2.99	
42887	4	0	1884.07
42886	3	-5.66	
42886	3	-1166.11	1166.11
42886	3	-89	
42886	3	-5.49	
42885	2	-11	
42885	2	-3.5	
42885	2	-2.94	
42885	2	-2	
42885	2	0	2
42885	2	-2.73	
42884	1	-3.2	
42884	1	-20	
42884	1	-12.99	12.99
42884	1	-9.72	
42884	1	-21.4	
42884	1	-16.01	
42884	1	-12.99	
42883	7	-33.56	
42883	7	-0.9	
42883	7	-115.71	
42883	7	-58.67	
42883	7	-59.07	
42882	6	-6.82	
42882	6	-44.98	
42882	6	-40	
42882	6	-80	
42882	6	-45	
42882	6	-7.02	
42882	6	-35	
42882	6	-36.5	
42882	6	-36.5	
42882	6	-15.81	
42881	5	-53.07	
42881	5	-40	40
42881	5	-185	
42881	5	-5.29	
42881	5	-169.85	
42881	5	-15.08	
42880	4	-7.05	
42879	3	-19.99	
42879	3	-18.92	
42879	3	-6.68	
42879	3	-14.94	
42879	3	-2307.91	2307.91
42878	2	-6.68	
42878	2	-5.66	
42878	2	-15.96	
42877	1	-7.69	
42877	1	-8.06	
42876	7	-21	
42876	7	-28.73	
42876	7	-70	
42876	7	-56	
42875	6	-7	
42875	6	-1408.5	
42875	6	-454.4	
42875	6	0	2
42875	6	-55.56	
42875	6	-213.28	
42875	6	-2.9	
42875	6	0	4.59
42875	6	0	2001.55
42874	5	-13.06	
42874	5	-13.74	
42873	4	-36.1	
42873	4	-6.36	
42873	4	-3.18	
42873	4	-16.02	
42873	4	-32.88	
42873	4	0	150
42873	4	-495.16	495.16
42873	4	0	4428.19
42872	3	-5.66	
42872	3	-7.69	
42871	2	-3.68	
42871	2	-13.79	
42871	2	-378	378
42870	1	-6.25	
42870	1	-22.41	
42869	7	-50.93	
42868	6	-10.79	
42868	6	-21.33	
42868	6	-7	
42868	6	-15.98	
42868	6	-74.37	
42868	6	-3	
42868	6	-125.97	
42868	6	-84.74	
42868	6	-20	20
42867	5	-15.95	
42867	5	-2.9	
42867	5	-31.02	
42867	5	-2.9	
42867	5	-21.41	
42867	5	-4.11	
42867	5	-10.69	
42867	5	-5.6	5.6
42867	5	-189	
42866	4	-5.24	
42866	4	-2.53	
42866	4	-3203.9	3203.9
42866	4	-189	
42865	3	-7	
42865	3	-20.36	
42865	3	-2.73	
42864	2	-5.6	
42864	2	-5.6	
42864	2	-5.6	
42864	2	-7.43	
42864	2	-3.74	
42864	2	-23.09	
42864	2	-104.84	104.84
42864	2	-104.84	
42864	2	-20011	
42863	1	0	2
42863	1	-8	
42863	1	-8.54	
42863	1	-120	
42863	1	0	17718.39
42863	1	-36.91	
42863	1	-4.25	
42863	1	-6.78	
42863	1	-10	
42863	1	-30	
42863	1	-20	20
42862	7	-80.87	
42862	7	-16.92	
42862	7	-65.12	
42862	7	-0.9	
42862	7	-56.95	
42862	7	-207.79	
42862	7	-2.9	
42862	7	-50	
42862	7	-12.99	12.99
42861	6	-4.26	
42861	6	-43.65	
42861	6	-64	
42861	6	-101.77	
42861	6	-0.9	
42861	6	-12.99	
42861	6	0	24.95
42861	6	0	29.99
42861	6	-15.81	
42860	5	-28.85	
42860	5	-189.37	
42860	5	-165	165
42860	5	-165	
42860	5	0	1608.88
42859	4	-117.54	
42859	4	-85.49	
42859	4	-3.5	
42859	4	-25	
42859	4	-21.35	
42859	4	-4.11	
42859	4	-1.39	
42859	4	0	2111.05
42858	3	-114.9	
42858	3	-8.6	
42858	3	-20.95	
42858	3	-252	252
42857	2	-1100	
42857	2	-4.22	
42857	2	-4.33	
42857	2	-1615.03	1615.03
42856	1	-100	
42856	1	-100	
42856	1	-10.35	
42856	1	0	8.89
42856	1	-4.33	
42856	1	-20.13	
42856	1	-1950	
42856	1	-2.99	
42856	1	-5.49	
42855	7	-21.11	
42855	7	-43.48	
42855	7	-73.99	
42855	7	-65	
42855	7	-533.31	
42854	6	-8	
42854	6	-25	
42854	6	-1	
42854	6	-100.11	
42854	6	-0.9	
42854	6	-1.91	
42854	6	-30.25	
42854	6	-45.94	
42853	5	-29.99	
42853	5	-46.35	
42853	5	-183	
42853	5	-71.3	
42853	5	-112.49	112.49
42853	5	-112.49	
42853	5	-6.25	
42853	5	-94.69	
42853	5	-160.31	
42853	5	-46.99	
42853	5	-12.99	12.99
42853	5	-12.99	
42853	5	-10.54	
42852	4	-298.18	
42852	4	-478.8	
42852	4	-43.32	
42852	4	-11.72	
42852	4	-20.27	
42852	4	-54.51	
42852	4	-13.36	
42852	4	-11.98	
42852	4	-8.11	
42852	4	-82.46	
42852	4	-12.79	
42852	4	-21.33	
42852	4	-25.97	
42851	3	-53.42	
42851	3	-14.99	
42851	3	-8.92	
42851	3	-8.07	
42851	3	0	200
42851	3	-8806.17	8806.17
42851	3	-165	
42851	3	-82.5	
42851	3	-2.5	
42851	3	-106.5	
42851	3	-34	
42851	3	-34	
42851	3	0	908.16
42850	2	-22.28	
42850	2	-11.76	
42850	2	-10.63	
42850	2	-20.71	
42849	1	-4.81	
42849	1	-35	
42849	1	-38.94	
42849	1	-7.95	
42849	1	-2.4	
42849	1	-5.93	
42849	1	-8.92	
42849	1	-8.41	
42849	1	-9.61	
42849	1	-10.02	
42849	1	-1.82	
42848	7	-25.65	
42848	7	-40	
42848	7	-57.74	
42848	7	-15.96	
42848	7	-19.04	
42847	6	-7.5	
42847	6	-2.9	
42847	6	-530.59	
42847	6	-2.9	
42847	6	-0.9	
42847	6	-153.74	
42847	6	-98	
42847	6	-416.81	
42847	6	-2.9	
42847	6	-25.05	
42847	6	-2.5	
42847	6	-20	20
42846	5	-6	
42846	5	-65.65	
42846	5	-3	
42846	5	-14.97	
42846	5	-52.7	
42846	5	-21	
42846	5	-8.87	
42846	5	-6.41	
42846	5	-22.28	
42846	5	-4.92	
42846	5	-20.71	
42845	4	0	1928.71
42845	4	-6.67	
42845	4	-6.29	
42845	4	-44	
42845	4	-5000	5000
42845	4	-9.58	
42845	4	0	8.6
42845	4	-20.71	
42844	3	-21.96	
42844	3	-15.07	
42844	3	-33.15	
42844	3	-134.64	
42844	3	-3.85	
42844	3	-18.6	
42843	2	-145	
42843	2	-5.29	
42843	2	-6.25	
42843	2	-15.17	
42843	2	0	25.95
42843	2	0	1004.27
42842	1	-24.47	
42842	1	-165.6	
42842	1	0	23.51
42842	1	-1.5	
42842	1	-7.86	
42842	1	-1	
42842	1	-1	
42842	1	-25.89	
42842	1	-255.35	
42842	1	-45.86	
42842	1	-8.99	
42842	1	-30	
42842	1	-3.21	
42842	1	-1.5	
42842	1	-10	
42842	1	-13.02	
42841	7	-2	
42841	7	-883.3	
42841	7	-2.9	
42841	7	-60	
42841	7	-23.57	
42841	7	-2.9	
42841	7	-454.08	
42841	7	-2.9	
42841	7	-23.95	
42841	7	-27.73	
42841	7	-20	20
42841	7	-22	
42840	6	-76	
42840	6	-261.8	
42840	6	-44.77	
42840	6	-2.9	
42840	6	-889.54	
42840	6	-0.9	
42840	6	-2.9	
42840	6	-2.5	
42840	6	-17.83	
42840	6	-4	
42840	6	-1950	
42840	6	-25	
42840	6	-1040	
42840	6	-1.5	
42840	6	-22.04	
42840	6	-16	
42840	6	-44.49	
42840	6	-90.86	
42475	5	-122.58	122.58
42839	5	-840	
42839	5	-38	
42839	5	-18.55	
42839	5	-6.5	
42839	5	-9.55	
42839	5	-17	
42839	5	-119.36	
42838	4	-1	
42838	4	-65	
42838	4	-41.78	
42838	4	-2	
42838	4	-24.08	
42838	4	-0.75	
42838	4	-3.88	
42838	4	-0.33	
42838	4	-0.53	
42838	4	-5.03	
42838	4	-50	
42838	4	-1.25	
42838	4	-3.95	
42838	4	-20	20
42838	4	-20.27	
42837	3	-10.55	
42837	3	-58	
42836	2	-60	
42836	2	-378	378
42836	2	-189	
42836	2	-189	
42836	2	-61.99	
42836	2	-3.95	
42835	1	-3.95	
42835	1	-99.47	99.47
42835	1	-15.42	
42835	1	-17.92	
42835	1	-40	
42835	1	-99.47	
42835	1	-10	
42834	7	-152.45	
42834	7	-8.15	
42833	6	-14	
42833	6	-4.67	
42833	6	-21.06	
42833	6	-67.64	
42833	6	-55	
42832	5	-1.78	
42832	5	-19.85	
42832	5	0	2070.55
42831	4	-14	
42831	4	-6.26	
42831	4	0	200
42831	4	-391.82	
42831	4	-106.42	
42831	4	-106.42	
42831	4	-12.99	12.99
42831	4	-12.99	
42831	4	-15.81	
42830	3	0	
42829	2	0	145
42829	2	-17	
42829	2	0	7122
42829	2	0	944.41
42828	1	-119.37	
42828	1	-162.35	
42828	1	-10	
42827	7	-5.24	
42827	7	-12.71	
42827	7	-25	
42827	7	-3.95	
42827	7	-3.95	
42826	6	-19.67	
42826	6	-24	
42826	6	-55.29	
42826	6	-1	
42826	6	-36.54	
42826	6	-2.99	
42826	6	-6.52	
42825	5	-5.9	
42825	5	-16	
42825	5	-61	
42825	5	-216	
42825	5	-7.15	
42825	5	-927.65	927.65
42825	5	-14.43	
42825	5	-15	
42825	5	-12.99	12.99
42825	5	-12.99	
42825	5	-5.49	
42825	5	-57.58	
42824	4	-12.69	
42823	3	-9	
42823	3	-8.3	
42822	2	-25	
42822	2	-19.21	
42822	2	-10.54	
42821	1	-34.06	
42821	1	-69	69
42821	1	-10	
42820	7	-46.25	
42820	7	-72.01	
42820	7	-140	
42820	7	-62.32	
42820	7	-21	
42819	6	-120.36	
42819	6	-0.75	
42819	6	-3.5	
42819	6	-40	
42819	6	-29.74	
42819	6	-18.02	
42818	5	-2	
42818	5	-14.76	
42818	5	-25	
42818	5	-12	
42817	4	0	
42816	3	-75.01	
42816	3	0	1900.46
42815	2	-28.31	
42815	2	0	610.62
42814	1	-38.78	
42814	1	0	7.88
42813	7	-2	
42813	7	-55.83	
42813	7	0	20
42813	7	-93.9	
42812	6	-20	
42812	6	-20	
42812	6	0	225
42812	6	-3641.88	3641.88
42812	6	-19.23	
42812	6	-15.77	
42812	6	-33	
42812	6	-33.07	
42811	5	0	
42810	4	0	
42809	3	-287.38	
42809	3	-111.18	
42809	3	-0.75	
42809	3	-122.65	122.65
42808	2	0	
42808	2	-189	189
42808	2	0	560
42808	2	-189	
42807	1	0	
42806	7	-82.96	
42806	7	-189	189
42806	7	-20	20
42805	6	-19.6	
42805	6	-3.95	
42805	6	-13.11	
42805	6	-20	
42805	6	-19	
42805	6	-65	
42805	6	-66.08	
42805	6	-11	
42805	6	-19	
42805	6	-17	
42805	6	-7.75	
42805	6	-189	
42805	6	-3.95	
42805	6	-14.3	
42804	5	-105	
42804	5	-62	
42803	4	-3.15	
42803	4	-160	
42803	4	-97.22	97.22
42803	4	-97.22	
42803	4	-15.81	
42802	3	0	
42801	2	-111.59	
42801	2	0	163.96
42801	2	0	1967.58
42800	1	-184.43	
42800	1	-10	
42800	1	-12.99	12.99
42800	1	-12.99	
42800	1	-115	
42800	1	-33	
42800	1	-21	
42799	7	-63.91	
42799	7	-45.56	
42799	7	-20.49	
42799	7	-67.6	
42799	7	-8.48	
42798	6	-209.45	
42798	6	-46.76	
42798	6	-47.54	
42798	6	-506.73	
42797	5	-32.56	
42797	5	-72.14	
42797	5	-21.43	
42796	4	-123.58	
42796	4	-264.29	
42796	4	-53.12	
42795	3	-123.24	
42795	3	-60.36	
42795	3	-37.33	
42795	3	-28.5	
42795	3	-69	
42795	3	-2.99	
42795	3	-99	
42794	2	-4209.76	4209.76
42794	2	-55.31	
42794	2	-187.68	
42794	2	-32.47	
42794	2	-8.65	
42794	2	-23.75	
42794	2	-46.92	
42794	2	-74.85	
42794	2	-12.99	12.99
42794	2	-12.99	
42794	2	-209.73	
42794	2	-10.54	
42794	2	-5.49	
42794	2	-56.2	
42793	1	-3.48	
42793	1	-115.88	100
42793	1	-39.52	
42793	1	-138.86	
42793	1	-21.12	
42793	1	-26.4	
42792	7	-59.67	
42792	7	-28.93	
42792	7	-7.59	
42792	7	-533.01	
42791	6	-30	
42791	6	-122.95	
42791	6	-15.19	
42791	6	-20.25	
42791	6	-38.3	
42791	6	-71.6	
42791	6	-31.1	
42791	6	-114.56	
42791	6	-78.83	
42791	6	-21.32	
42791	6	-56.63	
42791	6	0	2768
42790	5	-4.7	
42790	5	-50.63	
42790	5	-43.79	
42790	5	-42.31	
42790	5	-403.53	
42790	5	-209.1	
42790	5	0	209.73
42789	4	-37.59	
42789	4	-17.28	
42789	4	-5.42	
42789	4	-11.5	
42789	4	-48.78	
42789	4	-3.46	
42789	4	-115.27	120
42789	4	-96.28	96.28
42789	4	-96.28	
42788	3	-57.39	
42788	3	-10.91	
42788	3	0	1900.46
42788	3	-10	
42788	3	-208.15	
42788	3	0	51.32
42787	2	-208.53	
42787	2	-96.33	
42787	2	-16.51	
42786	1	-71.42	
42786	1	-15.17	
42786	1	-505.63	600
42786	1	-31.04	
42786	1	0	240
42786	1	-17.74	
42786	1	-27.27	
42786	1	0	8.72
42785	7	-23.1	
42785	7	0	475.34
42784	6	-7.12	
42784	6	-7.71	
42784	6	-17.72	
42784	6	-6.91	
42784	6	-5.86	
42783	5	-541.54	
42783	5	-16.25	
42783	5	-541.54	650
42783	5	-36.29	
42783	5	-183.7	
42783	5	-187.95	
42782	4	-16.44	
42782	4	-105.36	
42782	4	-209.81	
42781	3	-15.36	
42781	3	-8.04	
42781	3	-122.65	122.65
42780	2	-29.86	
42779	1	-42.97	
42779	1	-20	
42778	7	0	
42777	6	-5.84	
42777	6	-3.23	
42777	6	-5.04	
42777	6	-12.46	
42776	5	-81.12	
42776	5	-4.76	
42776	5	-281.31	
42776	5	-10	
42776	5	-1554.76	1554.76
42776	5	-62	
42775	4	-12.25	
42775	4	-5.06	
42775	4	-15.23	
42775	4	-38.17	
42775	4	-8.1	
42774	3	-9.48	
42774	3	-22.5	
42774	3	-2.68	
42774	3	-8.89	
42774	3	-32.61	
42773	2	-7.46	
42773	2	-12	
42773	2	-62	
42773	2	-9.12	
42773	2	0	367.2
42773	2	0	2383.72
42772	1	-10.29	
42772	1	-9.21	
42772	1	-12.99	12.99
42772	1	-12.99	
42771	7	-19.37	
42771	7	-38.48	
42771	7	-29.02	
42771	7	-0.65	
42771	7	-0.46	
42771	7	-15.37	
42771	7	-21.52	
42771	7	-11	
42771	7	-15.81	
42770	6	-15	
42770	6	-22.43	
42770	6	-7	
42770	6	-879.09	
42769	5	-12	
42769	5	-31	
42769	5	-4	
42769	5	-15.27	
42768	4	-23.73	
42767	3	-45.87	
42767	3	-54.24	
42767	3	-133.13	
42767	3	-34.12	
42767	3	-8.46	
42767	3	-7.4	7.4
42767	3	-37.71	37.71
42767	3	-2.99	
42767	3	-10	
42766	2	-5.75	
42766	2	-5.49	
42766	2	-56.2	
42765	1	-1.67	
42765	1	-13	
42765	1	-8.46	
42765	1	-613.32	613.32
42765	1	-12.99	12.99
42765	1	-12.99	
42764	7	-21.88	
42764	7	-6.04	
42764	7	-4.54	
42764	7	-22.43	
42764	7	-10	
42764	7	-4.33	
42764	7	-38.98	
42764	7	-10.54	
42763	6	-63	
42763	6	-2.46	
42763	6	-8	
42763	6	-9	
42763	6	-60	
42762	5	-8.46	
42761	4	-8.14	
42760	3	-31.17	
42760	3	-24.45	
42760	3	-18.12	
42760	3	-7.57	
42759	2	-19.76	
42759	2	-3	
42759	2	-15	
42759	2	-16.73	
42759	2	-17.88	
42758	1	-5	
42758	1	-13.8	
42758	1	-15.54	
42758	1	-11.02	
42758	1	-28.68	
42757	7	-19.52	
42757	7	-15	
42757	7	-48.74	
42757	7	-36	
42756	6	-11.74	
42756	6	-22.98	
42756	6	-46	
